PG.ID,site,level,C14mean,C14sdev,C14.COV,lab.num,material,calib.curve,calBPmedian,group,region,notes
,Aguila,conchero,7705,50,0.00648929266709929,UBAR-794,shell,marine20,8162,Asturian,Cantabria,
,Allorú,conchero,8360,70,0.00837320574162679,UBAR-781,shell,marine20,8922,Asturian,Cantabria,
,Andrín,conchero,9736,1077,0.110620377978636,AND-1,AAR date,normal,9736,Mesolithic,Cantabria,
,Arangas,3,8195,60,0.0073215375228798,OxA-7149,bone,intcal20,9190,Mesolithic,Cantabria,
,Arangas,3,8300,50,0.00602409638554217,OxA-6887,charcoal,intcal20,9258,Mesolithic,Cantabria,
,Arangas,4,8280,55,0.00664251207729469,OxA-6888,charcoal,intcal20,9251,Mesolithic,Cantabria,
,Arangas,2B,8025,80,0.00996884735202492,OxA-7160,bone,intcal20,8922,Mesolithic,Cantabria,
,Arangas,E2,7150,470,0.0657342657342657,UBAR-465,charcoal,intcal20,8017,Mesolithic,Cantabria,
88,Arenillas,Conchero,6075,30,0.00493827160493827,UBAR-775,shell,marine20,,Mesolithic,Cantabria,
,Arenillas,conchero,6455,60,0.00929512006196747,UBAR-775,shell,marine20,6945,Mesolithic,Cantabria,
89,Arenillas,NA,5580,80,0.014336917562724,GrN-19596,charcoal,intcal20,,Mesolithic,Cantabria,
1847,Azules,3d,9540,120,0.0125786163522013,CSI-C-260,charcoal,intcal20,,Mesolithic,Cantabria,
1848,Azules,3d,9430,120,0.0127253446447508,CSI-C-216,charcoal,intcal20,,Mesolithic,Cantabria,
139,Barcenilla,V,7020,30,0.00427350427350427,Poz-18849,charcoal,intcal20,,Mesolithic,Cantabria,
140,Barcenilla,V,6380,40,0.00626959247648903,Poz-18850,charcoal,intcal20,,Mesolithic,Cantabria,
,Barra,conchero,6979,1539,0.220518698954005,BAR-2,AAR date,normal,6979,Mesolithic,Cantabria,
,Barra,conchero,7121,964,0.135374245190282,BAR-1,AAR date,normal,7121,Mesolithic,Cantabria,
,Berroberría,B,8580,80,0.00932400932400932,GrN-18423,bone,intcal20,9644,Mesolithic,Cantabria,
,Berroberría,B,8800,80,0.00909090909090909,GrN-18422,bone,intcal20,9880,Mesolithic,Cantabria,
,Berroberría,B base,8470,80,0.00944510035419126,GrN-16619,bone,intcal20,9414,Mesolithic,Cantabria,
,Berroberría,C,8510,90,0.0105757931844888,GrN-16618,bone,intcal20,9502,Mesolithic,Cantabria,
,Berroberría,C,8630,70,0.00811123986095017,GrN-18426,bone,intcal20,9742,Mesolithic,Cantabria,
,Berroberría,C,8860,100,0.0112866817155756,GrN-18425,bone,intcal20,9913,Mesolithic,Cantabria,
,Braña,Homo burial 1,7030,50,0.00711237553342817,NA,NA,intcal20,7844,Mesolithic,Cantabria,
,Braña,Homo burial 2,6980,50,0.00716332378223496,NA,NA,intcal20,7810,Mesolithic,Cantabria,
,Bricia,A,7095,481,0.0677942212825934,BRI-2,AAR date,normal,7095,Asturian,Cantabria,
,Bricia,conchero,6800,160,0.0235294117647059,GaK-2908,charcoal,intcal20,7672,Asturian,Cantabria,
,Bricia,conchero,8862,1403,0.158316407131573,BRI-1,AAR date,normal,8862,Asturian,Cantabria,
,Cabrera,conchero,9795,1494,0.152526799387443,LCB-2,AAR date,normal,9795,Mesolithic,Cantabria,
34,Calvera,1,8640,50,0.00578703703703704,PO-5,charcoal,intcal20,,Mesolithic,Cantabria,
35,Calvera,2,8950,50,0.00558659217877095,PO-4,charcoal,intcal20,,Mesolithic,Cantabria,
,Calvera,2,8640,50,0.00578703703703704,NA,NA,intcal20,9691,Mesolithic,Cantabria,
,Calvera,3,9620,60,0.00623700623700624,GrA-6994,charcoal,intcal20,10940,Mesolithic,Cantabria,
,Cámara,conchero,7878,2485,0.315435389692815,CAM-1,AAR date,normal,7878,Mesolithic,Cantabria,
271,Campa,Roca madre,9290,50,0.00538213132400431,PO-3,charcoal,intcal20,,Mesolithic,Cantabria,
,Canes,69.5408163265306,6815,65,0.00953778429933969,AA-5296,human bone,intcal20,7690,Mesolithic,Cantabria,
,Canes,6-I,6160,55,0.00892857142857143,OxA-7148,human bone,intcal20,7030,Mesolithic,Cantabria,
,Canes,6-I (F),6265,75,0.0119712689545092,AA-5294,human bone,intcal20,7130,Mesolithic,Cantabria,
694,Canes,6-II,6860,65,0.00947521865889213,AA-5295,human bone,intcal20,,Mesolithic,Cantabria,
695,Canes,6-II,6770,65,0.00960118168389956,AA-5296,human bone,intcal20,,Mesolithic,Cantabria,
,Canes,6-II,7025,80,0.0113879003558719,AA-11744,human bone,intcal20,7876,Mesolithic,Cantabria,
,Canes,6-III (K),6930,95,0.0137085137085137,AA-6071,human bone,intcal20,7760,Mesolithic,Cantabria,
698,Canes,NA,5865,70,0.0119352088661552,AA-5788,charcoal,intcal20,,Mesolithic,Cantabria,
1787,Carabión,1,5440,40,0.00735294117647059,Poz-30592,bone,intcal20,,Neolithic,Cantabria,
1816,Carabión,1,5750,40,0.00695652173913043,Poz-18372,charcoal,intcal20,,Mesolithic,Cantabria,
1817,Carabión,1,7800,50,0.00641025641025641,Poz-32691,bone,intcal20,,Mesolithic,Cantabria,
1818,Carabión,1,10310,60,0.005819592628516,Poz-30594,bone,intcal20,,Mesolithic,Cantabria,
,Carmona,conchero,9885,1094,0.110672736469398,CAR-1,AAR date,normal,9885,Mesolithic,Cantabria,
,Ceñil,conchero,8921,1105,0.123865037551844,CŜâL-1,AAR date,normal,8921,Mesolithic,Cantabria,
,Chora,conchero interior,6360,80,0.0125786163522013,GrN-20961,charcoal,intcal20,7242,Mesolithic,Cantabria,
,Coberizas,1b,7100,70,0.00985915492957747,GaK-2907,charcoal,intcal20,7926,Asturian,Cantabria,
,Coberizas,conchero,7100,170,0.023943661971831,NA,charcoal,intcal20,7930,Asturian,Cantabria,
,Coberizas,"conchero, corte B",6799,573,0.0842770995734667,COB-1,AAR date,normal,6799,Asturian,Cantabria,
442,Cofresnedo,Conchero,6865,45,0.00655498907501821,GrA-20146,bone,intcal20,,Mesolithic,Cantabria,
,Cofresnedo,VO,7680,50,0.00651041666666667,GrA-20146,bone,intcal20,8488,Mesolithic,Cantabria,
,Collamosa,conchero,7638,726,0.0950510604870385,COL-1,AAR date,normal,7638,Asturian,Cantabria,
444,Colomba,NA,7090,60,0.00846262341325811,TO-10223,human bone,intcal20,,Mesolithic,Cantabria,
,Columba,conchero,7020,90,0.0128205128205128,UBAR-833,charcoal,intcal20,7874,Asturian,Cantabria,
,Columba,conchero,7090,60,0.00846262341325811,TO-10233,bone,intcal20,7923,Asturian,Cantabria,
,Columba,conchero,7450,120,0.0161073825503356,UBAR-795,shell,marine20,7930,Asturian,Cantabria,
,Columba,conchero,7550,140,0.0185430463576159,UBAR-782,shell,marine20,8023,Asturian,Cantabria,
1839,Corvas,"Hogar, roca madre",4973,37,0.00744017695556002,DSH-5056,charcoal,intcal20,,Neolithic,Cantabria,
1840,Corvas,"Hogar, roca madre",4447,39,0.00876995727456712,DSH-5057,charcoal,intcal20,,Neolithic,Cantabria,
1838,Corvas,NA,4770,31,0.00649895178197065,DSH-3620,charcoal,intcal20,,Neolithic,Cantabria,
,Cosfresnedo,conchero,6865,45,0.00655498907501821,NA,NA,intcal20,7733,Mesolithic,Cantabria,
,Covajorno,conchero,7440,955,0.128360215053763,COV-1,AAR date,normal,7440,Mesolithic,Cantabria,
,Covajorno,conchero,7540,100,0.013262599469496,UBAR-773,shell,marine20,8005,Asturian,Cantabria,
,Covajorno,conchero,7580,60,0.0079155672823219,UBAR-774,shell,marine20,8058,Asturian,Cantabria,
,Cubio Redondo,conchero,6630,50,0.00754147812971342,Beta-10650,bone,intcal20,7534,Mesolithic,Cantabria,
657,Cubio Redondo,NA,5780,50,0.00865051903114187,Beta-106049,charcoal,intcal20,,Mesolithic,Cantabria,
,Cueto Molino,conchero,7552,1178,0.155985169491525,CML-1,AAR date,normal,7552,Mesolithic,Cantabria,
,Cuetu la Hoz,conchero,7690,130,0.0169050715214564,UBAR-792,shell,marine20,8138,Asturian,Cantabria,
,Cuetu la Hoz,conchero,9101,1141,0.12537083836941,CLZ-1,AAR date,normal,9101,Mesolithic,Cantabria,
699,Cueva de los Canes,NA,5980,80,0.0133779264214047,TO-11219,human bone,intcal20,,Mesolithic,Cantabria,
,Cueva dMar,conchero aislado,7860,60,0.00763358778625954,AA-45572,charcoal,intcal20,8712,Mesolithic,Cantabria,
,Cueva dMar,conchero base,7225,45,0.00622837370242215,AA-45575,charcoal,intcal20,8050,Asturian,Cantabria,
,Cueva dMar,conchero medio,7015,40,0.00570206699928724,AA-45573,charcoal,intcal20,7828,Asturian,Cantabria,
,Cueva dMar,conchero superior,6725,50,0.00743494423791822,AA-45576,charcoal,intcal20,7582,Asturian,Cantabria,
785,Cueva dMar,Medio,6825,41,0.00600732600732601,AA-45573,charcoal,intcal20,,Mesolithic,Cantabria,
787,Cueva dMar,NA,7013,42,0.00598887779837445,AA-45572,charcoal,intcal20,,Mesolithic,Cantabria,
794,Cueva dPortillo dArenal,NA,5743,111,0.0193278774159847,AA-20043,bone,intcal20,,Neolithic,Cantabria,
1786,Cueva dPortillo dArenal,NA,4560,35,0.00767543859649123,Poz-39141,human bone,intcal20,,Neolithic,Cantabria,
1788,Cueva dPortillo dArenal,NA,4443,104,0.0234076074724285,AA-20044,bone,intcal20,,Neolithic,Cantabria,
1815,Cueva dPortillo dArenal,NA,9950,50,0.0050251256281407,Poz-39140,bone,intcal20,,Epipaleolítico,Cantabria,
1844,Cueva Morín,1.3,9000,150,0.0166666666666667,I-5150,charcoal,intcal20,,Mesolithic,Cantabria,
1842,Cueva Oscura,NA,9440,90,0.00953389830508475,CSI-C--362,charcoal,intcal20,,Mesolithic,Cantabria,
1864,Cueva Oscura,NA,9280,230,0.0247844827586207,Ly-2938,n.d,intcal20,,Mesolithic,Cantabria,
,Espertín,2,7790,120,0.0154043645699615,Gif-10053,NA,intcal20,8657,Mesolithic,Cantabria,
,Fragua,A4/1inferior,7530,75,0.0099601593625498,GrN-20965,charcoal,intcal20,8310,Mesolithic,Cantabria,
,Fragua,A4/1medio,6860,60,0.0087463556851312,GrN-20964,charcoal,intcal20,7732,Mesolithic,Cantabria,
,Fragua,A4/1superior,6650,120,0.0180451127819549,GrN-20963,charcoal,intcal20,7549,Mesolithic,Cantabria,
1841,Fragua,I bajo,9600,140,0.0145833333333333,GrN-20966,charcoal,intcal20,,Mesolithic,Cantabria,
,Garma A,estrato 1,8448,1987,0.235203598484848,MAD-646,carbonate,intcal20,9943,Mesolithic,Cantabria,
,Garma A,estrato 1,9165,1088,0.118712493180578,MAD-436,carbonate,intcal20,10527,Mesolithic,Cantabria,
,Garma A,estrato 2,6870,50,0.00727802037845706,OxA-7150,bone,intcal20,7744,Mesolithic,Cantabria,
,Garma A,estrato 2,6920,50,0.00722543352601156,OxA-6889,bone,intcal20,7766,Mesolithic,Cantabria,
,Garma A,estrato 2,7685,65,0.00845803513337671,OxA-7284,bone,intcal20,8504,Mesolithic,Cantabria,
,Garma A,estrato 2,7710,90,0.0116731517509728,OxA-7495,bone,intcal20,8590,Mesolithic,Cantabria,
,Garma A,estrato 2,8165,65,0.00796080832823025,UBAR-656,shell,marine20,8688,Mesolithic,Cantabria,
,Garma A,estrato 2,8175,65,0.00795107033639144,UBAR-657,NA,intcal20,9115,Mesolithic,Cantabria,
,Garma A,estrato 2,8295,65,0.00783604581072936,UBAR-655,shell,marine20,8832,Mesolithic,Cantabria,
,Garma B,NA,7165,65,0.00907187718073971,OxA-7300,human bone,intcal20,7965,Mesolithic,Cantabria,
1235,Gitanos,A3,5945,55,0.00925147182506308,AA-29113,bone,intcal20,,Neolithic,Cantabria,
1236,Gitanos,A3,5150,100,0.0194174757281553,UBAR-521,charcoal,intcal20,,Neolithic,Cantabria,
1237,Gitanos,A4,5490,200,0.0364298724954463,UBAR-693,charcoal,intcal20,,Neolithic,Cantabria,
,Horadada,conchero,7929,424,0.0534745869592635,HOR-1,AAR date,normal,7929,Mesolithic,Cantabria,
,Ilso de Hayas,sondeo IH-3,8440,130,0.0154028436018957,GrN-21231,charcoal,intcal20,9512,Mesolithic,Cantabria,
,Kobeaga II,Amek-h,7690,270,0.035110533159948,GrN-27480,charcoal,intcal20,8601,Mesolithic,Cantabria,
1834,l’Hortal,NA,4518,53,0.0117308543603364,DSH-3618,charcoal,intcal20,,Neolithic,Cantabria,
1835,l’Hortal,NA,4350,29,0.00666666666666667,DSH-3619,charcoal,intcal20,,Neolithic,Cantabria,
,Llamorey,conchero,8329,947,0.113699123544243,LMY-1,AAR date,normal,8329,Mesolithic,Cantabria,
,Marizulo,IV,6820,50,0.00733137829912024,I-16190,bone,intcal20,7683,Mesolithic,Cantabria,
,Mary,conchero,8572,1030,0.120158656089594,MRY-1,AAR date,normal,8572,Mesolithic,Cantabria,
,Mazaculos,1.1,7280,220,0.0302197802197802,GaK-8162,charcoal,intcal20,8212,Asturian,Cantabria,
,Mazaculos,3.3,9290,440,0.0473627556512379,GaK-6884,charcoal,intcal20,10772,Asturian,Cantabria,
1856,Mazaculos,A2,5050,120,0.0237623762376238,GaK-15221,charcoal,intcal20,,Neolithic,Cantabria,
,Mazaculos,A3,7030,120,0.0170697012802276,GaK-15222,charcoal,intcal20,7906,Asturian,Cantabria,
,Mazo,"inner, SU-105",7640,30,0.00392670157068063,UGAM-S5408,charcoal,intcal20,8455,Asturian,Cantabria,
,Mazo,"outer, SU-3",6790,30,0.00441826215022091,UGAM-S5407,NA,intcal20,7641,Asturian,Cantabria,
,Mirón,10.1,8380,175,0.0208830548926014,GX-24463,charcoal,intcal20,9385,Mesolithic,Cantabria,
,Mirón,10.1,8700,40,0.00459770114942529,GX-25852,charcoal,intcal20,9722,Mesolithic,Cantabria,
,Mirón,10.1,9550,50,0.00523560209424084,GX-24464,charcoal,intcal20,10884,Mesolithic,Cantabria,
904,Mirón,Cabin 9,5170,170,0.0328820116054159,GX-22128,charcoal,intcal20,,Neolithic,Cantabria,
898,Mirón,NA,5690,50,0.00878734622144113,GX-23413,charcoal,intcal20,,Neolithic,Cantabria,
899,Mirón,NA,5570,50,0.00897666068222621,GX-23414,charcoal,intcal20,,Neolithic,Cantabria,
900,Mirón,NA,5500,90,0.0163636363636364,GX-25854,charcoal,intcal20,,Neolithic,Cantabria,
901,Mirón,NA,5520,70,0.0126811594202899,GX-25855,charcoal,intcal20,,Neolithic,Cantabria,
902,Mirón,NA,5790,90,0.0155440414507772,GX-25856,charcoal,intcal20,,Neolithic,Cantabria,
903,Mirón,NA,5550,40,0.00720720720720721,GX-309010,seed,intcal20,,Neolithic,Cantabria,
907,Mirón,Trench 98 a,4910,80,0.0162932790224033,GX-28211,charcoal,intcal20,,Neolithic,Cantabria,
,Molino,conchero,6611,1093,0.165330509756466,MOL-1,AAR date,normal,6611,Mesolithic,Cantabria,
1391,Paré de Nogales,NA,7365,36,0.00488798370672098,OxA-X2399926,human bone,intcal20,,Mesolithic,Cantabria,
1425,Peña Oviedo,Nivel 1,4820,50,0.0103734439834025,GrN-19048,charcoal,intcal20,,Neolithic,Cantabria,
1426,Peña Oviedo,Nivel 5,5195,25,0.00481231953801732,GrN-18782,charcoal,intcal20,,Neolithic,Cantabria,
,Pendueles,conchero,7080,80,0.0112994350282486,UBAR-793,shell,marine20,7573,Asturian,Cantabria,
,Penicial,conchero,7972,885,0.111013547415956,PEN-1,AAR date,normal,7972,Asturian,Cantabria,
,Penicial,conchero,8650,185,0.0213872832369942,GaK-2906,charcoal,intcal20,9730,Asturian,Cantabria,
1843,Perro,1.3,9260,110,0.0118790496760259,GrN-18115,charcoal,intcal20,,Mesolithic,Cantabria,
,Perro,1.3,9260,110,0.0118790496760259,GrN-18116,charcoal,intcal20,10551,Mesolithic,Cantabria,
,Poza l'Egua,2,8550,80,0.00935672514619883,TO-10222,bone,intcal20,9588,Asturian,Cantabria,
,Quintana,conchero,7063,1858,0.263061022228515,QUT-1,AAR date,normal,7063,Mesolithic,Cantabria,
,Riera,28,9230,90,0.00975081256771398,Q-2933,shell,marine20,9974,Asturian,Cantabria,
1846,Riera,29 lower,6500,200,0.0307692307692308,GaK--3046,charcoal,intcal20,,Mesolithic,Cantabria,
,Riera,29 lower,8650,300,0.0346820809248555,GaK-2909,charcoal,intcal20,9734,Asturian,Cantabria,
,Riera,conchero,7516,588,0.0782331027142097,RIE-1,AAR date,normal,7516,Asturian,Cantabria,
1836,Sienra,sobre la roca madre,4091,28,0.00684429234905891,DSH-2224,charcoal,intcal20,,Neolithic,Cantabria,
1837,Sienra,sobre la roca madre,1238,30,0.024232633279483,DSH-2223,charcoal,intcal20,,Neolithic,Cantabria,
,Sierra Plana,1C,7550,190,0.0251655629139073,UGRA-209,charcoal,intcal20,8423,Asturian,Cantabria,
1579,Sierra Plana,NA,5230,50,0.00956022944550669,OxA-6914,charcoal,intcal20,,Neolithic,Cantabria,
,Sierra Plana,paleoSolutrean,6830,55,0.00805270863836018,OxA-6916,charcoal,intcal20,7700,Mesolithic,Cantabria,
,Sonrasa,conchero,7263,82,0.0112901005094314,SON-1,NA,intcal20,8088,Mesolithic,Cantabria,
,TarrerÇün,III,5780,120,0.0207612456747405,I-4030,charcoal,intcal20,6674,Mesolithic,Cantabria,
,Tito Bustillo,enterramiento,8470,50,0.00590318772136954,Beta-197042,tooth,intcal20,9420,Mesolithic,Cantabria,
,Toral,21,7080,30,0.00423728813559322,NA,NA,intcal20,7900,Asturian,Cantabria,
,Toral,13A,7000,40,0.00571428571428571,NA,NA,intcal20,7822,Asturian,Cantabria,
921,Toral III,Zona B M9,7080,30,0.00423728813559322,UGAM-S5400,human bone,intcal20,,Mesolithic,Cantabria,
922,Toral III,Zona B M9,6750,30,0.00444444444444444,UGAM-S5401,charcoal,intcal20,,Mesolithic,Cantabria,
923,Toral III,Zona B M9,6810,30,0.00440528634361234,UGAM-S5402,charcoal,intcal20,,Mesolithic,Cantabria,
924,Toral III,Zona B O8,6430,30,0.0046656298600311,UGAM-S5403,charcoal,intcal20,,Mesolithic,Cantabria,
,Toralete,conchero,7060,80,0.0113314447592068,UBAR-777,shell,marine20,7555,Asturian,Cantabria,
,Toralete,conchero,7680,50,0.00651041666666667,UBAR-776,shell,marine20,8144,Asturian,Cantabria,
,Toralete,conchero,7890,80,0.0101394169835234,UBAR-780,shell,marine20,8335,Asturian,Cantabria,
1589,Torca l'Arroyu,TA-3A,4930,70,0.0141987829614604,UBAR-803,bone,intcal20,,Neolithic,Cantabria,
1858,Trecha,NA,5430,70,0.0128913443830571,URU-0050,charcoal,intcal20,,Mesolithic,Cantabria,
1859,Trecha,NA,5600,610,0.108928571428571,URU-0051,charcoal,intcal20,,Mesolithic,Cantabria,
,Trecha,zona 2 - conchero,6240,100,0.016025641025641,URU-0039,shell,marine20,6716,Mesolithic,Cantabria,
,Trecha,zona 4/CC6/1,7500,70,0.00933333333333333,URU-0038,shell,marine20,7948,Mesolithic,Cantabria,
,Truchiro Garma,conchero,6470,70,0.0108191653786708,TO-10912,bone,intcal20,7374,Mesolithic,Cantabria,
3,Abauntz,b4,5390,120,0.0222634508348794,I-11309,charcoal,intcal20,,Neolithic,Ebro,
4,Abauntz,C,6910,450,0.065123010130246,I-11537,charcoal,intcal20,,Neolithic,Ebro,
1850,Abauntz,D,9530,300,0.0314795383001049,Ly-1964,charcoal,intcal20,,Mesolithic,Ebro,
1851,Abauntz,D,6600,50,0.00757575757575758,Ly-1964b,charcoal,intcal20,,Mesolithic,Ebro,
,Abauntz,Iir,5820,40,0.00687285223367698,GrN-21010,charcoal,intcal20,6618,Neolithic,Ebro,
,Aizpea,I,7160,70,0.00977653631284916,GrN-16621,NA,intcal20,7960,Mesolithic,Ebro,
,Aizpea,I,7790,70,0.00898587933247754,GrN-16620,NA,intcal20,8686,Mesolithic,Ebro,
,Aizpea,II,6600,50,0.00757575757575758,GrA-779,NA,intcal20,7472,Mesolithic,Ebro,
,Aizpea,II,6830,70,0.0102489019033675,GrN-16622,NA,intcal20,7700,Mesolithic,Ebro,
,Aizpea,NA,6370,70,0.010989010989011,BrN-18421,NA,intcal20,7250,Neolithic,Ebro,
,Aizpea,NA,8000,80,0.01,GrN-25999,NA,intcal20,8905,Mesolithic,Ebro,
,Alonso Norte,NA,6069,27,0.00444883835887296,D-AMS 018640 ,NA,intcal20,6932,Neolithic,Ebro,
,Alto de Rodilla,NA,6171,55,0.0089126559714795,CSIC-1967,NA,intcal20,7033,Neolithic,Ebro,
,Áng1,NA,5220,80,0.0153256704980843,GrA-22825,NA,intcal20,5974,Neolithic,Ebro,
,Áng1,NA,7435,45,0.00605245460659045,GrA-27274,NA,intcal20,8222,Mesolithic,Ebro,
,Áng2,NA,6390,40,0.00625978090766823,Beta-254048,NA,intcal20,7300,Mesolithic,Ebro,
,Áng2,NA,7955,45,0.00565681961030798,GrA-27278,NA,intcal20,8804,Mesolithic,Ebro,
,Áng3,NA,6610,40,0.00605143721633888,Beta-286819,NA,intcal20,7515,Mesolithic,Ebro,
,Áng3,NA,8390,60,0.00715137067938021,GrA-22826,NA,intcal20,9314,Mesolithic,Ebro,
,Áng4,NA,6990,50,0.00715307582260372,Beta-266112,NA,intcal20,7820,Mesolithic,Ebro,
,Áng5,NA,7120,50,0.00702247191011236,Beta-286820,NA,intcal20,7952,Mesolithic,Ebro,
,Áng6,NA,8310,60,0.0072202166064982,GrA-22836,NA,intcal20,9270,Mesolithic,Ebro,
,Artegieta,NA,8055,50,0.00620732464307883,GrA-28311,NA,intcal20,8944,Mesolithic,Ebro,
,Artusia,NA,7680,40,0.00520833333333333,Beta-374431,NA,intcal20,8484,Mesolithic,Ebro,
,Artusia,NA,7790,40,0.00513478818998716,Beta-374432,NA,intcal20,8592,Mesolithic,Ebro,
,Artusia,NA,8260,40,0.00484261501210654,Beta-374433,NA,intcal20,9240,Mesolithic,Ebro,
